cid,name,address,architect,artists,built,caption,clergy,consecrated,dedication,denomination,englishname,fax,image,national,phone,titular,type,url
2018,"Santi Luca e Martina","Via della Curia 2   00186 Rome","Pietro da Cortona","Alessandro Algardi, Niccolò Menghini","7th century, rebuilt 17th century",,,,"Luke the Evangelist and Martina (jointly)","Roman Catholic Church","Saints Luke and Martina",,,,06-67.95.205,,,
3296,"Santi Marcellino e Pietro ad Duas Lauros","Via Casilina 641",,,"4th century; 1638; 1922",,,,"Marcellinus and Peter","Roman Catholic","SS Marcellinus and Peter at Two Laurels",,,,,,,
4425,"Santi Marcellino e Pietro al Laterano","162 Via Merulana  00185 Roma","Girolamo Theodoli","Gaetano Lapis, Filippo Evangelisti","4th cent., restored several times, rebuilt 1751",,Diocesan,,"SS Marcellinus and Peter, jointly","Roman Catholic Church","SS Marcellinus and Peter",,,,06-97.84.06.35,,"Titular church",
3417,"Santi Marco Evangelista e Pio X","Via di Casal Selce 271",,,1955,,,,"Mark the Evangelist and Pius X","Roman Catholic","SS Mark the Evangelist and Pius X",,,,,,,
4584,"Santi Maria della Visitazione e Francesco di Sales delle Mantellate","Via delle Mantellate 10",,,1669,,,,"Blessed Virgin Mary (Visitation) and Francis de Sales","Roman Catholic","SS Mary of the Visitation and Francis de Sales of the Mantled Nuns",,,,,,,
3472,"Santi Mario e Compagni Martiri","Via del Ponte delle Sette Miglia 245",,,"1993 (rebuilt 2008)",,,,"Marius and Companions","Roman Catholic","St Marius and Companion Martyrs",,,,,,,
3475,"Santi Martino e Sebastiano degli Svizzeri","Barracks of the Swiss Guard, Vatican City",,,1568,,,,"Martin of Tours, Sebastian","Roman Catholic","SS Martin and Sebastian of the Swiss",,,,,,,
3478,"Santi Martiri Coreani","Via degli Aldobrandeschi 124",,,2002,,,,"Andrew Kim Tae-gon and Companions","Roman Catholic","Holy Korean Martyrs",,,,,,,
3477,"Santi Martiri dell'Uganda a Poggio Ameno","Via Adolfo Rava 31",,,1980,,,,"Charles Lwanga and Companions","Roman Catholic","Holy Martyrs of Uganda at Poggio Ameno",,,,,,,
3427,"Santi Martiri di Selva Candida","Via dei Santi Martiri di Selva Candida 7",,,2006,,,,"Rufina and Seconda","Roman Catholic","Holy Martyrs of the White Wood",,,,,,,
2093,"Santi Michele e Magno","Borgo Santo Spirito 21/41  00193 Rome",,,1141,,,,"Michael the Archangel and St. Magnus","Roman Catholic","Sts Michael and Magnus",,,"The Netherlands",,,,"http://www.friezenkerk.nl www.friezenkerk.nl"
2095,"Santi Nereo e Achilleo","28 Via delle Terme di Caracalla",,"Il Pomerancio","before 377, rebuilt in 814, 15th and 16th cent.",,Oratorians,,"SS Nereus and Achilleus","Roman Catholic Church","Sts Nereus and Achilleus",,,,,,"Titular church, Minor basilica",http://www.vallicella.org/index.php?option
3630,"Santi Nicola e Bernardino a Casale del Malborghetto","Via Barlassina",,,1744,,,,"Nicholas, Bernardine","Roman Catholic","SS Nicholas and Bernardine at Malborghetto Farm",,,,,,,
3647,"Santi Ottavio e Compagni Martiri","Via Casal del Marmo 110",,,1950,,,,"Octavius, Solutor and Adventor","Roman Catholic","SS Octavius and Companion Martyrs",,,,,,,
3691,"Santi Pietro e Paolo","Piazzale dei Santi Pietro e Paolo 8",,,1955,,,,"Peter and Paul","Roman Catholic","SS Peter and Paul",,,,,,,
3701,"Santi Protomartiri Romani","Via Angelo di Pietro 50",,,1968,,,,"Protomartyrs of Rome","Roman Catholic","Holy First Martyrs of Rome",,,,,,,
4023,"Santi Quaranta e San Pasquale Baylon","Via di San Francesco a Ripa 20",,,1745,,,,"Forty Martyrs of Sebaste, Paschal Baylon","Roman Catholic","Holy Forty and St Paschal Baylon",,,,,,,
2116,"Santi Quattro Coronati","20 Piazza dei Santi Quattro Coronati <BR>00184 Roma",,"Giovanni di San Giovanni","4th century, rebuilt in 9th and 12th century",,Augustinians,1116,,"Roman Catholic Church","The Four Holy Crowned Ones","06 77 27 14 55","SS quattro coronati exterior.jpg",,"06 70 47 54 27","Cardinal Mahony","Titular church, Minor basilica",
2117,"Santi Quirico e Giulitta","Via Tor dei Conti 31/A 00184 Roma",,,"14th century",,,,"Quricus and Julitta","Roman Catholic","SS Quiricus and Julitta",,,,"06 67 89 263",,,
3737,"Santi Sebastiano e Valentino","Vicolo Paganica (in block east of Largo Arenula)",,,"18th Century",,,,"Sebastian and Valentine","Roman Catholic","SS Sebastian and Valentine",,,,,,Demolished,
1895,"Santi Sergio e Bacco","3 Piazza Madonna dei Monti 00184 Roma","Francesco Ferrari",,,,,,"Sergius and Bacchus (Roman martyrs)","Ukrainian Greek Catholic Church","SS Sergius and Bacchus",,,,"06 48 57 78",,,
3107,"Santi Sergio e Bacco al Foro Romano","Roman Forum",,,"12th century",,,,"Sergius and Bacchus","Roman Catholic","SS Sergius and Bacchus at the Roman Forum",,,,,,Demolished,
3392,"Santi Sette Dormienti","Via di Porta San Sebastiano 7",,,"11th century",,,,"Seven Sleepers of Ephesus","Roman Catholic","Holy Seven Sleepers",,,,,,Deconsecrated,
3739,"Santi Sette Fondatori","Piazza Salerno 4",,,1956,,,,"Seven Holy Founders of the Servite Order","Roman Catholic","Seven Holy Founders",,,,,,,
3904,"Santi Simone e Giuda","Via di San Simone",,,Mediaeval,,,,"Simon and Jude, Apostles","Roman Catholic","SS Simon and Jude",,2011_Simone_e_Giuda.jpg,,,,Deconsecrated,
3741,"Santi Simone e Giuda Taddeo a Torre Angela","Via di Torrenova 162",,,1992,,,,"Simon and Jude","Roman Catholic","SS Simon and Jude Thaddeus at the Angel Tower",,,,,,,
2993,"Santi Simone e Juda","Via di San Simone",,,Mediaeval,,,,"Simon and Jude, Apostles","Roman Catholic","SS Simon and Jude",,,,,,Deconsecrated,
3393,"Santi Sisto e Domenico a Colle Parnaso","Via Camus (south-east end)",,,1920,,,,"Sixtus, Pope and Dominic","Roman Catholic","SS Sixtus and Dominic on the Hill of Parnassus",,,,,,,
3766,"Santi Urbano e Lorenzo a Prima Porta",,,,"1631 (old), late 20th century (new)",,,,"Urban I, Pope and Lawrence of Rome","Roman Catholic","SS Urban and Lawrence at the First Gate",,,,,,,
3918,"Santi Venanzio ed Ansovino","Via di San Venanzio, east side just north of pedestrian crossing",,,"Mediaeval, restored 1665",,,,"Venantius of Camerino, Ansovinus","Roman Catholic","SS Venantius and Ansovinus",,,,,,"Deconsecrated and demolished",
4631,"Santi Vincenzo e Anastasio a Fontana di Trevi","Piazza di Trevi",,,"17th century",,,,"Vincent and Anastasius","Roman Catholic, Bulgarian Orthodox","SS Vincent and Anastasius",,,,,,,
2156,"Santi Vincenzo e Anastasio alle Tre Fontane","Via Acqua Salvie, 1 00142 Roma",,,"7th cent., rebuilt in 12th cent.",,Trappists,,"St Vincent, St Anastasius","Roman Catholic Church","Sts Vincent and Anastasius at the Three Fountains",,,,06-54.01.655,,,
3773,"Santi Vincenzo ed Anastasio alla Regola","Via di Strengari (east side)",,,1640,,,,"Vincent the Deacon and Anastasius the Persian","Roman Catholic","SS VIncent and Anastasius at the Regola",,,,,,Demolished,
2158,"Santi Vito e Modesto","47 Via Carlo Alberto  00185 Roma",,,,,,,"Vitus and Modestus","Roman Catholic Church","SS Vitus and Modestus","06 44 63 494",,,"06 44 65 836","Cardinal Betti",,"http://www.sanvito-roma.it/ Official Site"
3137,"Santissima Annunziata a Via Ardeatina","Via di Grotta Perfetta 591",,,1987,,,,"Blessed Virgin Mary (Annunciation)","Roman Catholic","Holy Annunciation on the Ardeatine Way",,,,,,,
3409,"Santissima Eucarista a Ponte Galeria","Via della Chiesuola, Ponte Galeria",,,"17th century",,,,"Jesus Christ (Corpus Christi)","Roman Catholic","Holy Eucharist at Galeria Bridge",,,,,,Deconsecrated,
3095,"Santissima Nome di Maria a Via Latina","Via Centuripe 18/22",,,1980,,,,"Name of Mary",Catholic,"Holy Name of Mary on the Latin Way",,,,,,,
2074,"Santissima Nome di Maria al Foro Traiano","Foro Trajano 89",,,1741,,,,"Blessed Virgin Mary (Holy Name of Mary)","Roman Catholic","Holy Name of Mary in the Forum of Trajan",,Nome_di_Maria.jpg,,,,,
3760,"Santissima Trinità a Lunghezza","Via delle Cerquete 15",,,1953,,,,"Holy Trinity","Roman Catholic","Holy Trinity of the Length",,,,,,,
3761,"Santissima Trinità a Villa Chigi","Via Filippo Marchetti 36",,,1979,,,,"Holy Trinity","Roman Catholic","Holy Trinity at the Chigi Villa",,,,,,,
4596,"Santissima Trinità degli Spagnoli","Via dei Condotti 41 <BR> 00187 Roma","Manoel Rodriguez dos Santos",,,,,,"Holy Trinity","Roman Catholic Church","Most Holy Trinity of the Spaniards",,,,"06 67 98 664",,,
2151,"Santissima Trinità dei Monti","Piazza della Trinità dei Monti<BR> 00186 Roma","Carlo Maderno, Domenico Fontana","Giovanni Battista Naldini, Daniele da Volterra et al.",,,"Fraternità di Gerusalemme",1585,"Holy Trinity","Roman Catholic Church","Most Holy Trinity of the Hills",,,,,"Filippe Barbarin","Titular church",
2152,"Santissima Trinità dei Pellegrini","36 Via dei Pettinari - 00153 Rome","Martino Longhi the Elder, Francesco de Sanctis","Bernardino Ludovisi, Guido Reni",1587&ndash;1597,,"Priestly Fraternity of St. Peter",,"Holy Trinity","Roman Catholic","Most Holy Trinity of the Pilgrims",,,,,,,http://roma.fssp.it/
3762,"Santissima Trinità della Missione","Via della Missione 2",,,1743,,,,"Holy Trinity","Roman Catholic","Holy Trinity of the Mission",,,,,,Demolished,
3763,"Santissima Trinità della Missione in Prati","Via Pompeo Magno 21",,,"Late 19th century",,,,"Holy Trinity","Roman Catholic","Holy Trinity of the Mission in the Meadow",,,,,,,
1988,"Santissime Stimmate di San Francesco","Largo delle Stimmate (off Largo Torre Argentina)00186 Roma","Giovanni Battista Contini, Antonio Canevari","Antonio Raggi, Il Lorenzone et al.","18th century",,"Diocesan priest in charge",1721,"St Francis of Assisi","Roman Catholic Church","Most Holy Stigmata of St Francis","06 48 88 06 55",,,"06 67 83 679",,,
3171,"Santissimo Corpo e Sangue di Cristo","Via Narni 19",,,1991,,,,"Body and Blood of Christ","Roman Catholic","Holy Body and Blood of Christ",,,,,,,
4509,"Santissimo Crocifisso Agonizzante in Arcione","Via in Arcione",,,"c. 1690s",,,,"Holy Cross","Roman Catholic","Holy Crucifix in Agony at the Arched Place",,,,,,,
4924,"Santissimo Crocifisso a Bravetta","Via di Bravetta 332",,,1937,,,,"Holy Cross","Roman Catholic","Holy Crucifix in Bravetta Way",,,,,,,
4778,"Santissimo Crocifisso a Torrevecchia","Via Belvedere Montello 77",,,1990,,,,"Holy Cross","Roman Catholic","Holy Crucifix at the Old Tower",,,,,,,
3115,"Santissimo Crocifisso al Corso","Piazza del'Oratorio",,,1568,,,,"Holy Cross","Roman Catholic","Holy Crucifix at the Corso",,,,,,,
3173,"Santissimo Crocifisso alla Stazione Termini","Stazione Termini",,,1950,,,,"Holy Cross","Roman Catholic","Holy Cross at the Hot Baths Train Station",,,,,,,
4223,"Santissimo Crocifisso alla Via Ostiense","Via Ostiense 106",,,1568,,,,"Holy Cross","Roman Catholic","Holy Crucifix on the Ostian Way",,,,,,"Deconsecrated and demolished",
4451,"Santissimo Crocifisso della Ferratella","Piazza di Porta Metronia",,,,,,,"Holy Cross","Roman Catholic","Holy Crucifix of Ferratella",,,,,,,
4460,"Santissimo Crocifisso nel Cimitero di Santo Spirito","Via Urbano VIII, to north-west of junction with Via del Gianicolo",,,"18th century",,,,"Holy Cross","Roman Catholic","Holy Crucifix in the Cemetery of the Holy Spirit",,,,,,Demolished,
4502,"Santissimo Cuore di Maria","Via Palermo",,,"19th century",,,,"Blessed Virgin Mary, Immaculate Heart of Mary","Roman Catholic","Holy Heart of Mary",,,,,,Demolished,
3885,"Santissimo Nome di Maria a Via Latina","Via Centuripe 18/22",,,1980,,,,"Name of Mary",Catholic,"Holy Name of Mary on the Latin Way",,,,,,,
3886,"Santissimo Nome di Maria al Foro Traiano","Foro Trajano 89",,,1741,,,,"Blessed Virgin Mary (Holy Name of Mary)","Roman Catholic","Holy Name of Mary in the Forum of Trajan",,Nome_di_Maria.jpg,,,,,
3706,"Santissimo Redentore a Val Melaina",,,,1977,,,,"Jesus Christ the Redeemer","Roman Catholic","Holy Redeemer at Melaina Valley",,,,,,,
3707,"Santissimo Redentore e Santa Francesca Saverio","Via Sicilia 215",,,1906,,,,"Jesus Christ, Frances Cabrini","Roman Catholic","English name: Holy Redeemer and St Frances-Xavier",,,,,,,
3723,"Santissimo Sacramento a Tor de’Schiavi","Largo Agosta 10",,,1968,,,,"Jesus Christ (Blessed Sacrament)","Roman Catholic","Blessed Sacrament at the Tower of the Schiavi",,,,,,,
3662,"Santissimo Sacramento delle Religiose Riparatrici Sacro Cuore","Via Tagliamento 40",,,"20th century",,,,"Jesus Christ (Blessed Sacrament)","Roman Catholic","Blessed Sacrament of the Reparatory Religious of the Sacred Heart",,,,,,,
3663,"Santissimo Sacramento delle Suore di San Giovanni Battista","Circonvallazione Cornelia 65",,,"20th century",,,,"Jesus Christ (Blessed Sacrament)","Roman Catholic","Blessed Sacrament of the Sisters of St John Baptist",,,,,,,
4516,"Santissimo Sacramento e Caterina da Siena","Via della Lupa 10-11",,,"Late 17th century?",,,,"Blessed Sacrament, Catherine of Siena","Roman Catholic","Blessed Sacrament and Catherine of Siena",,,,,,Demolished,
3726,"Santissimo Sacramento e Cinque Piaghe","Via dei Baullari 144",,,1617,,,,"Jesus Christ (Blessed Sacrament), Holy Wounds","Roman Catholic","Blessed Sacrament and the Five Wounds",,,,,,,
3727,"Santissimo Sacramento e San Lorenzo Martire","Via Belsiana 48/B",,,"Late 16th century",,,,"Jesus Christ (Blessed Sacrament) and Lawrence of Rome","Roman Catholic","Blessed Sacrament and Lawrence the Martyr",,SSSacramento.jpg,,,,,
4456,"Santissimo Sacramento in San Giovanni della Malva","Piazza di San Giovanni della Malva",,,,,,,"Blessed Sacrament","Roman Catholic","Blessed Sacrament at St John of Malva",,,,,,Demolished,
3749,"Santissimo Sudario di Nostro Signore Gesù Cristo","Via del Sudario 47",,,1605,,,,"Holy Shroud of Turin","Roman Catholic","Holy Shroud of our Lord Jesus Christ",,,,,,,
3742,"Santo Spirito ai Monti","Foro Traiano",,,"17th century",,,,"Holy Spirit","Roman Catholic","Holy Spirit at Monti",,,,,,Demolished,
3437,"Santo Spirito al Castel di Guido","Piazza Castel di Guido 8",,,"18th century",,,,"Holy Spirit","Roman Catholic","Holy Spirit at Castel di Guido",,,,,,,
3743,"Santo Spirito alla Ferratella","Via Rocco Scotellaro 11",,,1981,,,,"Holy Spirit","Roman Catholic","Holy Spirit at Ferratella",,,,,,,
2136,"Santo Spirito dei Napoletani","34 Via Giulia","Carlo Fontana","Giovanni Lanfranco","1619, remodelled 18th and 19th centuries",,,,,"Roman Catholic Church","Holy Spirit of the Neapolitans",,,,,,,
3666,"Santo Spirito delle Monache Canonichesse","Via di Torrenova 255",,,"20th century",,,,"Holy Spirit","Roman Catholic","Holy Spirit of the Nun Canonesses",,,,,,,
2127,"Santo Spirito in Sassia","Via dei Penitenzieri 12  00193 Roma","Antonio da Sangallo the Younger or Baldassare Peruzzi, Ottavio Mascherino.",,"12th cent., rebuilt 1475 and 1538-1545",,,"17 May 1561","Holy Spirit","Roman Catholic Church","Holy Spirit in Saxony",,,,06-68.79.310,,,
3747,"Santo Stefano Protomartire a Tuscolano","Via di Torre del Fiscale 31",,,1955,,,,"Stephen the Protomartyr","Roman Catholic","St Stephen the First Martyr at Tuscolano",,,,,,,
2145,"Santo Stefano Rotondo al Celio","7 Via di Santo Stefano Rotondo00184 Roma","Bernardo Rosselino","Il Pomarancio, Antonio Tempesta","5th century, restored in 1453",,,,"St Stephen the Protomartyr (St Stephen of Hungary, unofficial)","Roman Catholic Church","St Stephen's Rotunda at the Coelian",,,Hungarian,"06 48 19 333 /06 70 49 37 17",,"National church, Titular church",
1623,"Santo Stefano degli Abissini","Largo San Stefano degli Abissini 00120 Roma (C. di Vaticano)",,,"9th, 12th, 18th centuries",,"Ethiopian Coptic",,"Stephen the Protomartyr","Alexandrine Rite (Coptic)","St Stephen's of the Abyssinians",,,Ethiopia,,,"National church",
4469,"Santo Stefano degli Ungheresi","Sacristy of St Peter's, Vatican City",,,"Late 8th century?",,,,"Stephen of Hungary","Roman Catholic","St Stephen of the Hungarians",,,,,,"Deconsecrated and demolished",
3905,"Santo Stefano del Cacco","26 Via di Santo Stefano del Cacco",,,"9th century?",,Sylvestrines,,"Stephen the Protomartyr",,"St Stephen of the Macaque",,,,,,,
4524,"Santo Stefano in Piscinula","Via dei Banchi Vecchi 135",,,1752,,,,"Stephen the Protomartyr","Roman Catholic","St Stephen at the Fish Pool",,,,,,,
3780,"Santo Volto di Gesù","Via Caprese 1",,,1996,,,,"Holy Face of Jesus","Roman Catholic","Holy Face of Jesus",,,,,,,
2056,"Santuario della Madonna del Divino Amore","Via Ardeatina 1221 - 00134  Roma",,,"1745 (old shrine church); 1999 (new shrine and parish churches)",,,,"Blessed Virgin Mary","Roman Catholic Church","Sanctuary of the Madonna of Divine Love",,,,"06 71 35 51 21",,,"http://www.santuariodivinoamore.it/ Official site"
4963,"Santuario di San Giovanni Battista de La Salle","Via Aurelia 472",,,"20th century",,,,"John Baptist de La Salle","Roman Catholic","Sanctuary of St John Baptist de La Salle",,,,,,,
3110,"Sant’Achille","Via Gaspara Stampa 64",,,1973,,,,"Achilles the Martyr","Roman Catholic","St Achilles",,,,,,,
3111,"Sant’Agapito","Viale della Venezia Giulia 21",,,1926,,,,"Pope Agapitus I","Roman Catholic","St Agapitus",,,,,,,
3122,"Sant’Andrea Apostolo in Castel di Decima","Via Clarice Tartufari 81, Castel di Decima",,,Mediaeval,,,,"Andrew the Apostle","Roman Catholic","St Andrew the Apostle at the Castle of the Tenth (Milestone)",,,,,,,
3123,"Sant’Andrea Avellino","Via Ascrea 24/A",,,1996,,,,"Andrew Avellino","Roman Catholic","St Andrew Avellino",,,,,,,
3124,"Sant’Andrea Corsini","Via Alessandro della Seta 40",,,2003,,,,"Andrew Corsini","Roman Catholic","St Andrew Corsini",,,,,,,
3126,"Sant’Andrea in Vincis","Via del Teatro Marcellino",,,,,,,"Andrew the Apostle","Roman Catholic","St Andrew in Chains",,,,,,Demolished,
3127,"Sant’Angelo alle Fornaci","Via Aurelia, near St Peter's",,,"16th century",,,,"Michael the Archangel","Roman Catholic","St Michael the Archangel at the Furnaces",,,,,,Demolished,
3129,"Sant’Angelo in Borgo","Borgo Sant'Angelo",,,"16th century",,,,"Michael the Archangel","Roman Catholic","St Michael the Archangel in the Borough",,,,,,"Deconsecrated and demolished",
3131,"Sant’Anna a Ripa","Via Santa Maria in Cosmedin",,,"18th century",,,,Anne,"Roman Catholic","St Anne at the Riverbank",,,,,,Demolished,
3132,"Sant’Anna a Tor Tre Teste","Via Prenestina 492",,,"17th century",,,,Anne,"Roman Catholic","St Anne at the Three Head Tower",,,,,,,
3133,"Sant’Anna al Laterano","Via Merulana 177",,,1927,,,,Anne,"Roman Catholic","St Anne at the Lateran",,,,,,,
3134,"Sant’Anna dei Bresciani","Lungotevere di Sangallo",,,c1600,,,,Anne,"Roman Catholic","St Anne of the Brescians",,,,,,Demolished,
3139,"Sant’Anselmo alla Cecchignola","Via Abigaille Zanetta 3-4",,,"1980's",,,,"Anselm of Canterbury","Roman Catholic","St Anselm at Cecchignola",,,,,,,
3523,"Sant’Antonio Abate a Capobianco","Via Nomentana 1400, Guidonia Montecelio",,,"18th century",,,,"Anthony of Egypt","Roman Catholic","St Anthony the Abbot at Capobianco",,,,,,Deconsecrated,
3526,"Sant’Antonio Maria Pucci","Via Rinaldo Rigola 1",,,"Late 20th century",,,,"Anthony Mary Pucci","Roman Catholic","St Anthony Mary Pucci",,,,,,,
3140,"Sant’Antonio a Circonvallazione Appia","Circonvallazione Appia 150",,,1938,,,,"Anthony of Padua","Roman Catholic","St Anthony on the Appian Ring-road",,,,,,,
